Stocks,Date,Party,Category,Transaction Type,Quantity,Value Traded (₹),Holdings change(%),Average Trade Price(₹)
"Arvind and Company Shipping Agencies Ltd","2024-07-16","SETU SECURITIES PVT LTD","Bulk","sell","111000","8724600","1.478029294274301","78.6"
"Shreyas Shipping and Logistics Ltd","2024-07-16","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","168893","69512980.94","0.7691802171036246","411.58"
"Secur Credentials Ltd","2024-07-16","ANKITABEN SOHIL JOBANPUTRA","Bulk","sell","220320","1857297.5999999999","0.5365445479066677","8.43"
"Sabar Flex India Ltd","2024-07-16","HI GROWTH CORPORATE SERVICES PVT LTD","Bulk","buy","95000","2580200","0.630411418436309","27.16"
"Rulka Electricals Ltd","2024-07-16","ROHAN SUDHAKAR JADHAV","Bulk","buy","27600","15340079.999999998","0.8363636363636363","555.8"
"Quicktouch Technologies Ltd","2024-07-16","QUANTSEYE AI PRIVATE LIMITED","Bulk","sell","29500","4304640","0.6941176470588235","145.92"
"Mukka Proteins Ltd","2024-07-16","HRTI PRIVATE LIMITED","Bulk","sell","4423136","235133909.76","2.0105163636363637","53.16"
"Mukka Proteins Ltd","2024-07-16","NK SECURITIES RESEARCH PRIVATE LIMITED","Bulk","sell","2407387","129084090.94","1.0942668181818183","53.62"
"Zomato Ltd","2024-07-16","SOCIETE GENERALE","Block","buy","12769185","2896689617.25","0.15266884907568057","226.85"
"Zomato Ltd","2024-07-16","MATTHEWS ASIA INSTITUTIONAL FUNDS LLC ASIA EX CHINA EQUITY SERIES","Block","buy","26411","5991335.35","0.000315770894770324","226.85"
"Zomato Ltd","2024-07-16","BNP PARIBAS ARBITRAGE","Block","buy","735000","166734750","0.008787687238506234","226.85"
"Mahanagar Telephone Nigam Ltd","2024-07-16","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","7014165","373574427.9","1.1133595238095237","53.26"
"Indiabulls Housing Finance Ltd Partly Paidup","2024-07-16","SANTOSH KUMAR GARG","Bulk","sell","2342587","156039720.07",,"66.61"
"VMS Industries Ltd","2024-07-16","RIMPY  MITTAL","Bulk","buy","237185","10336522.299999999","1.3435237352785043","43.58"
"SVS Ventures Ltd","2024-07-16","ABDUL AHAD SHAKEEL MISTRY","Bulk","buy","114000","1283640","0.533967374312394","11.26"
"Sonalis Consumer Products Ltd","2024-07-16","RAJESH KUMAR SINGH","Bulk","buy","14000","909580","1.3270142180094786","64.97"
"Sikozy Realtors Ltd","2024-07-16","MAKIYA JUNAID FURNITUREWALA","Bulk","sell","425000","535500","0.953278155350694","1.26"
"Shashijit Infraprojects Ltd","2024-07-16","SHUBHAM ASHOKBHAI PATEL","Bulk","sell","489396","3460029.72","0.9467904377578439","7.07"
"Prism Medico and Pharmacy Ltd","2024-07-16","PRAGNESH ROHITKUMAR PANDYA","Bulk","buy","10369","295931.26","0.17100887484769342","28.54"
"Khoobsurat Ltd","2024-07-16","RATHOD MANOJ CHHAGANLAL HUF","Bulk","sell","2500000","3500000","1.4687969671927708","1.4"
"Jackson Investments Ltd","2024-07-16","SETU SECURITIES PVT. LTD.","Bulk","sell","2196251","1405600.6400000001","0.7554833792872265","0.64"
"Ishita Drugs and Industries Ltd","2024-07-16","MADHUSUDHAN GUNDA","Bulk","sell","20000","1611200","0.6688292144600876","80.56"
"IFL Enterprises Ltd","2024-07-16","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","sell","12168988","15819684.4","4.865911312478597","1.3"
"GTL Infrastructure Ltd","2024-07-16","SAHASTRAA ADVISORS PRIVATE LIMITED","Bulk","buy","67000174","196980511.56","0.5287635602288091","2.94"
"G K Consultants Ltd","2024-07-16","ALOK FARSAIYA","Bulk","sell","100000","2038000","1.8826010015437329","20.38"
"GEM Enviro Management Ltd","2024-07-16","SOHAM FINCARE INDIA LLP","Bulk","sell","129600","40881024","1.231190150478796","315.44"
"Galaxy Agrico Exports Ltd","2024-07-16","GB LOGISTICS COMMERCE LIMITED","Bulk","buy","42500","2526200","1.0859511143136023","59.44"
"Franklin Industries Ltd","2024-07-16","MANSI SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","buy","1000000","3430000","2.7773611736017374","3.43"
"Franklin Industries Ltd","2024-07-16","SAHASTRAA ADVISORS PRIVATE LIMITED","Bulk","sell","1500000","5280000","4.1660417604026065","3.52"
"Franklin Industries Ltd","2024-07-16","SIVAYA TRANSFORMATION PRIVATE LIMITED","Bulk","sell","5175674","18891210.099999998","14.374716014819999","3.65"
"Franklin Industries Ltd","2024-07-16","TOPGAIN FINANCE PRIVATE LIMITED","Bulk","sell","6715698","24848082.6","18.65191887883484","3.7"
"Chandrima Mercantiles Ltd","2024-07-16","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","buy","28000","737240","1.2662234884457106","26.33"
"A F Enterprises Ltd","2024-07-16","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","sell","67000","879040","0.4747182086883919","13.12"
"A F Enterprises Ltd","2024-07-16","SRIHARI  YEDLA","Bulk","sell","80000","1049600","0.5668277118667365","13.12"
"A F Enterprises Ltd","2024-07-16","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","buy","100000","1312000","0.7085346398334207","13.12"
"Achyut Healthcare Ltd","2024-07-16","SWEETY DEVESH KHANDELWAL","Bulk","sell","103500","5847750","0.7382938534083527","56.5"
"Kirloskar Industries Ltd","2024-07-15","Mahesh Chhabria","Insider - Director","buy","11899","118990","0.12038732362660161","10"
"Tanla Platforms Ltd","2024-07-15","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","1187361","1242525792.06","0.8830598217192849","1046.46"
"PIX Transmissions Ltd","2024-07-15","PARTH INFIN BROKERS PVT LTD","Bulk","buy","294650","476746646.5","2.1625370636761296","1618.01"
"Pil Italica Lifestyle Ltd","2024-07-15","SAJM GLOBAL IMPEX PRIVATE LIMITED","Bulk","sell","1698564","24883962.6","0.7227931914893617","14.65"
"Pil Italica Lifestyle Ltd","2024-07-15","HEMALI PATHIK THAKKAR","Bulk","sell","1708211","24342006.75","0.7268982978723404","14.25"
"Pil Italica Lifestyle Ltd","2024-07-15","UMA SHANKAR EXIM PRIVATE LIMITED","Bulk","sell","1686235","24062573.45","0.7175468085106383","14.27"
"Oriental Carbon & Chemicals Ltd","2024-07-15","SETU SECURITIES PVT LTD","Bulk","sell","82536","24701374.08","0.8261785777348196","299.28"
"Oriental Carbon & Chemicals Ltd","2024-07-15","INDRA KIRAN VENTURES","Bulk","buy","74312","22265361.44","0.7438570135290046","299.62"
"Mukka Proteins Ltd","2024-07-15","QE SECURITIES LLP","Bulk","buy","1487734","65995880.24","0.6762427272727273","44.36"
"Mason Infratech Ltd","2024-07-15","MANSI SHARE AND STOCK ADVISORS PVT LTD","Bulk","buy","164000","24055520","1.64","146.68"
"Mahanagar Telephone Nigam Ltd","2024-07-15","HRTI PRIVATE LIMITED","Bulk","buy","7165283","356329523.59","1.137346507936508","49.73"
"Kellton Tech Solutions Ltd","2024-07-15","NK SECURITIES RESEARCH PRIVATE LIMITED","Bulk","buy","567515","98889488.75","0.5879108076169555","174.25"
"IFCI Ltd","2024-07-15","HRTI PRIVATE LIMITED","Bulk","sell","12424557","946751243.4","0.5657998073977929","76.2"
"IFCI Ltd","2024-07-15","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","15536873","1181268454.19","0.7075310412245659","76.03"
"Geojit Financial Services Ltd","2024-07-15","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","1771690","204541610.5","0.740845026062529","115.45"
"Cybertech Systems and Software Ltd","2024-07-15","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","224167","43737223.370000005","0.7872939722053448","195.11"
"Antony Waste Handling Cell Ltd","2024-07-15","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","143270","86629638.19999999","0.5064840349883003","604.66"
"Anik Industries Ltd","2024-07-15","G R D SECURITIES LIMITED","Bulk","sell","153672","10037855.04","0.5537034158519762","65.32"
"Vasudhagama Enterprises Ltd","2024-07-15","SANJAY DATTARAM KHANVILKAR","Bulk","sell","155397","4828184.79","4.2009248701175474","31.07"
"Vasudhagama Enterprises Ltd","2024-07-15","YOGESH JOTIRAM KALE","Bulk","buy","407528","13130552.16","11.01690837319423","32.22"
"SVS Ventures Ltd","2024-07-15","SHASHIKANT VEDPRAKASH SHARMA","Bulk","sell","540000","5961600","2.5293191414797613","11.04"
"Godrej Consumer Products Ltd","2024-07-15","JAMSHYD NAOROJI GODREJ","Block","buy","2848215","4112537638.5000005","0.2785008349867111","1443.9"
"Moongipa Capital Finance Ltd","2024-07-15","VIMAL KUMAR MEHTA","Bulk","buy","7500","352500","0.24551525468115756","47"
"Moongipa Capital Finance Ltd","2024-07-15","VIMAL KUMAR MEHTA","Bulk","sell","43495","2213460.55","1.4238248003142597","50.89"
"Money Masters Leasing and Finance Ltd","2024-07-15","SAHIL BIPIN MEHTA","Bulk","sell","83148","14490201.96","0.8283134405481286","174.27"
"Goyal Associates Ltd","2024-07-15","RIDDHI TRADERS","Bulk","buy","305460","702558","0.650780292942743","2.3"
"Goyal Associates Ltd","2024-07-15","RIDDHI TRADERS","Bulk","sell","305460","714776.3999999999","0.650780292942743","2.34"
"Dhyaani Tradeventtures Ltd","2024-07-15","SHIV SHAKTI TRADING COMPANY","Bulk","buy","22400","512512","0.526330827497327","22.88"
"Swadha Nature Ltd","2024-07-15","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","sell","31011","375233.1","0.7296362524116512","12.1"
"Pil Italica Lifestyle Ltd","2024-07-15","HJS SECURITIES PRIVATE LIMITED","Bulk","buy","1602706","22646235.78","0.6820025531914894","14.13"
"Pil Italica Lifestyle Ltd","2024-07-15","HEMALI PATHIK THAKKAR","Bulk","buy","1708211","25144865.92","0.7268982978723404","14.72"
"Oriental Carbon & Chemicals Ltd","2024-07-15","INDRA KIRAN VENTURES","Bulk","sell","44312","13295372.48","0.4435594787315272","300.04"
"Oriental Carbon & Chemicals Ltd","2024-07-15","STOCKFLAIR","Bulk","buy","65000","19503250","0.6506446587278676","300.05"
"Nandan Denim Ltd","2024-07-15","TRAPAL TRADING PRIVATE LIMITED","Bulk","buy","1872908","89918313.08","1.299302668228626","48.01"
"Mukka Proteins Ltd","2024-07-15","QE SECURITIES LLP","Bulk","sell","1523384","67668717.28","0.6924472727272727","44.42"
"Mukka Proteins Ltd","2024-07-15","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","2460805","106036087.45","1.1185477272727273","43.09"
"Mukka Proteins Ltd","2024-07-15","HRTI PRIVATE LIMITED","Bulk","sell","2322872","101439820.24000001","1.0558509090909092","43.67"
"Mason Infratech Ltd","2024-07-15","PARTH INFIN BROKERS PVT LTD","Bulk","buy","260000","36836800","2.6","141.68"
"Mahanagar Telephone Nigam Ltd","2024-07-15","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","7123017","354085175.07","1.130637619047619","49.71"
"Mahanagar Telephone Nigam Ltd","2024-07-15","HRTI PRIVATE LIMITED","Bulk","sell","7287240","361884338.4","1.156704761904762","49.66"
"Mahanagar Telephone Nigam Ltd","2024-07-15","KAMLESH BABALAL SHAH","Bulk","buy","798085","38515582.1","0.12668015873015873","48.26"
"Kellton Tech Solutions Ltd","2024-07-15","HRTI PRIVATE LIMITED","Bulk","sell","558132","98242394.64","0.5781905938642443","176.02"
"Sylvan Plyboard (India) Ltd","2024-07-15","VISHAL BIPINKUMAR DOSHI","Bulk","sell","114000","11793300","0.8175241903794399","103.45"
"Sumeet Industries Ltd","2024-07-15","CNM FINVEST PRIVATE LIMITED .","Bulk","buy","627784","1550626.4800000002","0.6057212749119475","2.47"
"Sheetal Cool Products Ltd","2024-07-15","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","71113","39667542.529999994","0.6772666666666667","557.81"
"Sabar Flex India Ltd","2024-07-15","DSN SECURITIES PRIVATE LIMITED","Bulk","buy","100000","2639000","0.663590966775062","26.39"
"Platinum Industries Ltd","2024-07-15","HRTI PRIVATE LIMITED","Bulk","sell","377190","97111337.39999999","0.9370493808304425","257.46"
"Kellton Tech Solutions Ltd","2024-07-15","BOFA SECURITIES EUROPE SA","Bulk","buy","637919","112216331.28999999","0.6608450428344637","175.91"
"Kamdhenu Ventures Ltd","2024-07-15","MINERVA VENTURES FUND","Bulk","buy","5000000","200000000","7.95279222535032","40"
"Pearl Global Industries Ltd","2024-07-15","HDFC MUTUAL FUND","Bulk","buy","242605","177344255","1.1132857313301334","731"
"HBL Power Systems Ltd","2024-07-15","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","1591221","992428625.4900001","0.574044015939598","623.69"
"Gretex Industries Ltd","2024-07-15","TALENT INVESTMENT COMPANY PRIVATE LIMITED","Bulk","sell","240000","30554400","5.69854687054801","127.31"
"Godrej Consumer Products Ltd","2024-07-15","R K N ENTERPRISES","Bulk","sell","11392858","16450147666.2","1.1140031443851786","1443.9"
"Geojit Financial Services Ltd","2024-07-15","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","1771690","204771930.2","0.740845026062529","115.58"
"Eris Lifesciences Ltd","2024-07-15","FRANKLIN TEMPLETON MUTUAL FUND","Bulk","buy","1094201","1094244768.04","0.8046054804980854","1000.04"
"DEV Information Technology Ltd","2024-07-15","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .","Bulk","sell","177505","25798576.7","0.8025197052597695","145.34"
"5Paisa Capital Ltd","2024-07-15","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","226424","119520172.64","0.7390886305747619","527.86"
"Godrej Consumer Products Ltd","2024-07-15","FREYAN CRISHNA BIERI","Block","buy","1898809","2741690315.1000004","0.18566712554364115","1443.9"
"Veerhealth Care Ltd","2024-07-15","SHALIN MAHESHBHAI SHAH","Bulk","sell","251962","6059686.100000001","1.2605362729740555","24.05"
"Veerhealth Care Ltd","2024-07-15","GAYATRIBEN NISHANT SHAH","Bulk","sell","413505","9874499.4","2.068716915868809","23.88"
"Tricom Fruit Products Ltd","2024-07-15","LIMEGREEN TRADECOM PRIVATE LIMITED","Bulk","sell","112855","161382.65","0.5910479966272215","1.43"
"Sonalis Consumer Products Ltd","2024-07-15","RAJESH KUMAR SINGH","Bulk","buy","14000","867440","1.3270142180094786","61.96"
"Remedium Lifecare Ltd","2024-07-15","TRAPAL TRADING PRIVATE LIMITED","Bulk","sell","679284","11493485.280000001","6.738928571428572","16.92"
"Popees Cares Ltd","2024-07-15","DHARMIK DILIP SHAH","Bulk","buy","34797","3708664.26","0.5735737715726836","106.58"
"Paragon Finance Ltd","2024-07-15","MANI SOFTWARE TECHNOLOGIES PVT LTD","Bulk","buy","74950","4122250","1.7635294117647058","55"
"Paragon Finance Ltd","2024-07-15","KOTVAK LOGISTICS LLP","Bulk","buy","162404","8932220","3.821270588235294","55"
"Paragon Finance Ltd","2024-07-15","BRITE ASBESTOS & ENGINEERING PVT LTD .","Bulk","sell","191000","10480170","4.4941176470588236","54.87"
"IFL Enterprises Ltd","2024-07-15","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","sell","10000000","11500000","3.9986162468716353","1.15"
"Goyal Associates Ltd","2024-07-15","SUMANCHEPURI","Bulk","buy","9290","21552.8","0.019792276964047936","2.32"
"Goyal Associates Ltd","2024-07-15","YOGESHKUMARSHUKLA","Bulk","sell","487009","1076289.89","1.0375691078561917","2.21"
"Gconnect Logitech and Supply Chain Ltd","2024-07-15","VAXFAB ENTERPRISES LIMITED","Bulk","buy","60000","5092200","11.115293754983355","84.87"
"Esaar (India) Ltd","2024-07-15","IMRAN","Bulk","buy","115380","763815.6","0.5644123761770821","6.62"
"Diksha Greens Ltd","2024-07-15","VINOD KHANDELWAL HUF","Bulk","sell","8000","32960","0.08107595905258688","4.12"
"CNI Research Ltd","2024-07-15","NANDKISHOR CHATURVEDI (HUF)","Bulk","sell","1000000","9880000","0.8710459955837968","9.88"
"Chatha Foods Ltd","2024-07-15","ALACRITY SECURITIES LIMITED","Bulk","buy","120000","16424400","0.7257404328140822","136.87"
"Chatha Foods Ltd","2024-07-15","ALACRITY SECURITIES LIMITED","Bulk","sell","170000","22013300","1.0281322798199497","129.49"
"Godrej Consumer Products Ltd","2024-07-15","NAVROZE JAMSHYD GODREJ","Block","buy","2848214","4112536194.6000004","0.27850073720587815","1443.9"
"Godrej Consumer Products Ltd","2024-07-15","NYRIKA HOLKAR","Block","buy","1898809","2741690315.1000004","0.18566712554364115","1443.9"
"JK Tyre & Industries Ltd","2024-07-15","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","1565208","767656263.6","0.6003322391619518","490.45"
"IFCI Ltd","2024-07-15","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","15536873","1181889929.11","0.7075310412245659","76.07"
"IFCI Ltd","2024-07-15","HRTI PRIVATE LIMITED","Bulk","buy","13135575","999223190.2499999","0.5981787362768156","76.07"
"Hi-Tech Pipes Ltd","2024-07-15","RAKESH RAJKRISHAN AGARWAL","Bulk","buy","756657","111379910.39999999","0.592012424595692","147.2"
"Hariom Pipe Industries Ltd","2024-07-15","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","157676","108695527.36","0.5709665349284638","689.36"
"Ganesh Green Bharat Ltd","2024-07-15","CAMELLIA TRADEX PRIVATE LIMITED","Bulk","buy","141600","56356800","0.7775947281713345","398"
"Birla Cable Ltd","2024-07-15","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","233992","64160606.4","0.7799733333333333","274.2"
"Baid Finserv Ltd","2024-07-15","GADA SNEH HIRJI","Bulk","buy","650000","12161500","0.5413585434290316","18.71"
"5Paisa Capital Ltd","2024-07-15","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","226424","119438660","0.7390886305747619","527.5"
"Pil Italica Lifestyle Ltd","2024-07-15","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","buy","1300000","19344000","0.5531914893617021","14.88"
"Oriental Carbon & Chemicals Ltd","2024-07-15","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","buy","95000","28489550","0.9509421935253449","299.89"
"Nandan Denim Ltd","2024-07-15","TRAPAL TRADING PRIVATE LIMITED","Bulk","sell","972908","47205496.160000004","0.6749407660926089","48.52"
"Mukka Proteins Ltd","2024-07-15","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","2460805","106036087.45","1.1185477272727273","43.09"
"MOS Utility Ltd","2024-07-15","SMITAL SURESH THAKKAR","Bulk","buy","139200","28264560","0.726468601682589","203.05"
"Mason Infratech Ltd","2024-07-15","PARTH INFIN BROKERS PVT LTD","Bulk","sell","260000","37915800","2.6","145.83"
"Marshall Machines Ltd","2024-07-15","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","sell","304476","11630983.200000001","1.8253825512046673","38.2"
"Mahanagar Telephone Nigam Ltd","2024-07-15","QE SECURITIES LLP","Bulk","buy","3811418","189008218.62","0.6049869841269842","49.59"
"PIX Transmissions Ltd","2024-07-15","PARTH INFIN BROKERS PVT LTD","Bulk","sell","278650","451552325","2.0451075947509025","1620.5"
"PIX Transmissions Ltd","2024-07-15","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","122688","196652914.55999997","0.900449167718639","1602.87"
"Pearl Global Industries Ltd","2024-07-15","SHAH SANJIV DHIRESHBHAI","Bulk","sell","277000","202489770","1.2711203296652869","731.01"
"Pearl Global Industries Ltd","2024-07-15","HDFC MUTUAL FUND","Bulk","buy","447380","327034780","2.052974054460852","731"
"Paragon Finance Ltd","2024-07-15","CTIL MEDIA PRIVATE LIMITED","Bulk","buy","45035","2454407.5","1.0596470588235294","54.5"
"Oriental Carbon & Chemicals Ltd","2024-07-15","SETU SECURITIES PVT. LTD.","Bulk","sell","52690","15854420.999999998","0.5274225702826361","300.9"
"Nhc Foods Ltd","2024-07-15","PRASHANT  GUPTA","Bulk","sell","106230","7849334.7","0.8960776043863349","73.89"
"Moongipa Capital Finance Ltd","2024-07-15","KANCHAN SARAOGI","Bulk","buy","20000","1017800","0.6547073458164202","50.89"
"Moongipa Capital Finance Ltd","2024-07-15","REKHA MODI","Bulk","sell","25000","1272250","0.8183841822705252","50.89"
"Money Masters Leasing and Finance Ltd","2024-07-15","SANJAY KUMAR PATWARI","Bulk","sell","60633","10610775","0.6040208885451807","175"
"Kanungo Financiers Ltd","2024-07-15","JABALI COMMERCIAL COMPANY PRIVATE LIMITED .","Bulk","sell","23180","160869.2","0.5002157962883038","6.94"
"Jubilant Pharmova Ltd","2024-07-15","EAST BRIDGE CAPITAL MASTER FUND I LIMITED","Bulk","buy","1386289","995563445.35","0.8702316936980595","718.15"
"Jubilant Pharmova Ltd","2024-07-15","EAST BRIDGE CAPITAL MASTER FUND LIMITED","Bulk","sell","1392000","999664800","0.8738167277008609","718.15"
"Frontline corporation Ltd","2024-07-15","GAYATHRIRADHAKRISHNAN","Bulk","buy","28000","1268400","0.562531391260673","45.3"
"Franklin Industries Ltd","2024-07-15","SPARK FINANCE","Bulk","sell","1200000","4332000","3.332833408322085","3.61"
